"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"8996011350","09/11/2020","769000.00","2561","0","0","528","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1990","3","3","","","SEWER/SEPTIC INSTALLED"
"7755010704","09/14/2020","340000.00","1316","0","0","462","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1991","3","2","","","SEWER/SEPTIC INSTALLED"
"7500400210","09/04/2020","180000.00","1527","0","0","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1991","3","2","","","SEWER/SEPTIC INSTALLED"
"2220500110","09/14/2020","559000.00","1863","0","1029","528","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1987","3","3","","","SEWER/SEPTIC INSTALLED"
"0420267013","09/11/2020","660000.00","2364","0","0","0","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1909","4","2","","","SEWER/SEPTIC INSTALLED"
"0420267013","09/11/2020","660000.00","940","160","0","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","1","Composition Shingle","1909","2","1","","","SEWER/SEPTIC INSTALLED"
"0419216029","09/04/2020","650000.00","1996","0","0","504","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1991","3","2","","","SEWER/SEPTIC INSTALLED"
"6027485050","09/17/2020","342040.00","1250","0","0","380","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"0219023048","09/10/2020","190000.00","1004","0","0","0","312","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1941","2","1","","","SEWER/SEPTIC INSTALLED"
"5003720110","09/16/2020","355000.00","1677","0","0","372","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","2010","4","2","","","SEWER/SEPTIC INSTALLED"
"6210000050","09/10/2020","380000.00","1440","0","891","0","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1945","3","2","","","SEWER/SEPTIC INSTALLED"
"0619041001","09/04/2020","590000.00","1152","624","1152","0","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1940","5","2","","","SEWER/SEPTIC INSTALLED"
"0022256018","09/04/2020","465000.00","1788","0","0","400","0","0","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"6023110190","09/16/2020","584950.00","2416","0","0","649","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2000","3","2","","","SEWER/SEPTIC INSTALLED"
"0220014165","09/03/2020","389000.00","1405","0","0","299","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1985","3","2","","","SEWER/SEPTIC INSTALLED"
"6027110190","09/03/2020","137980.00","3092","0","0","464","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","","SEWER/SEPTIC INSTALLED"
"3765000310","09/15/2020","355000.00","1332","0","0","572","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1964","3","1","","","SEWER/SEPTIC INSTALLED"
"5400300700","09/01/2020","285000.00","768","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1950","2","1","","","SEWER/SEPTIC INSTALLED"
"7475037760","09/16/2020","306875.00","820","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1938","2","1","","","SEWER/SEPTIC INSTALLED"
"2017230020","09/15/2020","365000.00","1264","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1902","3","2","","","SEWER/SEPTIC INSTALLED"
"6080003570","09/12/2020","306500.00","859","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1890","2","1","","","SEWER/SEPTIC INSTALLED"
"3417000030","09/07/2020","460000.00","1746","0","0","576","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1979","3","2","","","SEWER/SEPTIC INSTALLED"
"7000560670","09/16/2020","472500.00","2189","0","0","717","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1997","3","3","","","SEWER/SEPTIC INSTALLED"
"2745000720","09/14/2020","730000.00","1944","0","952","0","0","1","Heat Pump","Frame Stucco","Drywall","2","Composition Shingle","1903","4","3","","","SEWER/SEPTIC INSTALLED"
"6770000431","09/15/2020","490000.00","1413","0","1413","0","0","1","Heat Pump","Masonry Common Brick","Drywall","1","Composition Shingle","1965","4","2","","","SEWER/SEPTIC INSTALLED"
"2485400250","09/15/2020","335000.00","1404","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","2013","3","2","","","SEWER/SEPTIC INSTALLED"
"0520177075","09/09/2020","600000.00","2702","0","0","772","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1989","3","3","","","SEWER/SEPTIC INSTALLED"
"0320213093","08/17/2020","450000.00","1729","432","1729","0","630","1","Forced Air","Masonry Common Brick","Drywall","1","Composition Shingle","1947","3","2","","","SEWER/SEPTIC INSTALLED"
"7002371230","09/15/2020","511000.00","2250","0","0","420","0","1","Warm and Cool Air Zone","Frame Vinyl","Drywall","2","Composition Shingle","2014","4","2","","","SEWER/SEPTIC INSTALLED"
"2935200020","09/15/2020","425000.00","1152","0","0","576","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1974","2","2","","","SEWER/SEPTIC INSTALLED"
"3275000080","09/15/2020","451000.00","1533","0","1743","441","0","1","Forced Air","Frame Stucco","Drywall","1","Composition Shingle","1962","4","2","","","SEWER/SEPTIC INSTALLED"
"0320326020","09/14/2020","389950.00","1827","0","432","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1908","3","2","","","SEWER/SEPTIC INSTALLED"
"0220131041","08/17/2020","500000.00","1962","144","256","480","0","0","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1992","3","2","","View Avg","SEWER/SEPTIC INSTALLED"
"6762000380","09/15/2020","632000.00","1589","0","0","0","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1916","4","2","","","SEWER/SEPTIC INSTALLED"
"6762000380","09/15/2020","632000.00","455","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1916","1","1","","","SEWER/SEPTIC INSTALLED"
"0320368016","09/14/2020","570000.00","2238","0","0","624","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Built Up Rock","1973","3","2","","","SEWER/SEPTIC INSTALLED"
"0217027016","09/16/2020","415000.00","1696","0","0","440","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2003","3","2","","","SEWER/SEPTIC INSTALLED"
"3895000310","09/16/2020","367000.00","1156","0","0","0","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1959","3","1","","","SEWER/SEPTIC INSTALLED"
"6021820010","09/15/2020","635000.00","2718","0","0","660","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"6026860010","09/16/2020","430000.00","2220","0","0","420","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","3","3","","","SEWER/SEPTIC INSTALLED"
"7002831660","09/01/2020","581743.00","1790","0","0","441","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","2","2","","","SEWER/SEPTIC INSTALLED"
"5004900040","09/14/2020","458000.00","2809","0","0","556","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","3","Composition Shingle","2018","4","3","","","SEWER/SEPTIC INSTALLED"
"4991320060","09/11/2020","772500.00","2510","0","0","441","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1987","3","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"6021880050","09/16/2020","400000.00","1987","0","0","734","0","1","Heat Pump","Frame Siding","Drywall","1","Wood Shake","1997","3","2","","","SEWER/SEPTIC INSTALLED"
"0320294053","09/10/2020","313500.00","868","0","868","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1946","4","2","","","SEWER/SEPTIC INSTALLED"
"0420283052","09/16/2020","390000.00","1368","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1932","3","2","","","SEWER/SEPTIC INSTALLED"
"5925000210","09/09/2020","320000.00","1278","0","0","0","0","1","Floor/Wall Furnace","Frame Siding","Drywall","1","Composition Shingle","1920","3","2","","","SEWER/SEPTIC INSTALLED"
"7685006390","09/16/2020","415000.00","1430","0","600","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1925","4","2","","","SEWER/SEPTIC INSTALLED"
"5000980050","09/15/2020","498000.00","2536","0","0","460","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1999","3","3","","","SEWER/SEPTIC INSTALLED"
"5660000161","08/26/2020","294000.00","641","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1917","2","1","","","SEWER/SEPTIC INSTALLED"
"0122235014","09/15/2020","985000.00","4394","0","0","989","0","3","Heat Pump","Frame Stucco","Drywall","2","Composition Shingle","1996","4","4","","View Avg","SEWER/SEPTIC INSTALLED"
"0418317003","09/03/2020","531000.00","1812","0","0","528","0","0","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2017","3","2","","","SEWER/SEPTIC INSTALLED"
"6024770160","09/15/2020","415000.00","1981","0","0","440","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","4","3","","","SEWER/SEPTIC INSTALLED"
"0121258014","09/11/2020","2600000.00","3799","0","1652","1031","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2019","4","4","","View Avg","SEWER/SEPTIC INSTALLED"
"6000000552","09/09/2020","421000.00","1360","0","600","396","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1997","4","3","","","SEWER/SEPTIC INSTALLED"
"7002531760","09/15/2020","519364.00","2448","0","0","620","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"3010000070","09/14/2020","630000.00","1954","298","960","0","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1900","4","3","","","SEWER/SEPTIC INSTALLED"
"0319297011","09/04/2020","455000.00","1729","0","0","680","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1997","3","2","","","SEWER/SEPTIC INSTALLED"
"5002720960","09/15/2020","339950.00","1756","0","0","388","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2002","4","2","","","SEWER/SEPTIC INSTALLED"
"0416144142","09/16/2020","595000.00","1800","0","600","600","0","1","Heat Pump","Frame Siding","Drywall","2","Formed Seam Metal","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"4002920360","09/12/2020","1225000.00","2663","0","0","685","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2016","3","3","","View Avg +","SEWER/SEPTIC INSTALLED"
"7002901170","09/17/2020","542695.00","2727","0","0","399","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"6026400200","09/14/2020","516925.00","2572","0","0","462","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"4407000040","08/31/2020","260000.00","1360","0","0","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1977","3","2","","","SEWER/SEPTIC INSTALLED"
"7002832470","09/01/2020","638175.00","2181","0","0","564","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","2","3","","","SEWER/SEPTIC INSTALLED"
"0317024004","09/04/2020","620000.00","1625","0","0","483","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"3409500160","09/14/2020","625000.00","2776","0","0","506","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1984","3","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"4530200200","09/15/2020","400000.00","1716","0","0","0","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","1955","3","2","","","SEWER/SEPTIC INSTALLED"
"6027370270","09/10/2020","582861.00","2840","0","0","420","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"7785000760","09/12/2020","325000.00","895","0","384","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1918","3","1","","","SEWER/SEPTIC INSTALLED"
"8000370260","09/01/2020","555069.00","1820","0","0","694","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"7002820050","09/14/2020","721500.00","3032","0","0","672","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2018","4","3","","","SEWER/SEPTIC INSTALLED"
"0320234043","09/05/2020","167863.00","1118","0","0","468","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1962","3","1","","","SEWER/SEPTIC INSTALLED"
"2340000071","09/16/2020","431000.00","1374","0","0","288","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1976","4","2","","","SEWER/SEPTIC INSTALLED"
"6020510660","09/14/2020","430000.00","2080","0","0","435","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1993","4","3","","","SEWER/SEPTIC INSTALLED"
"7475031950","09/15/2020","440000.00","2521","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1948","4","2","","","SEWER/SEPTIC INSTALLED"
"0318261011","09/15/2020","900000.00","2627","0","0","0","1268","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1989","3","3","","","SEWER/SEPTIC INSTALLED"
"6027430130","08/24/2020","554950.00","3195","0","0","580","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"4460000122","09/15/2020","775000.00","2568","0","966","534","0","2","Forced Air","Frame Stucco","Drywall","2","Built Up Rock","2001","4","4","","View Lim","SEWER/SEPTIC INSTALLED"
"3245005690","09/10/2020","442500.00","1342","0","832","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1931","3","1","","","SEWER/SEPTIC INSTALLED"
"4126000050","08/28/2020","368000.00","1408","0","0","396","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1987","3","2","","","SEWER/SEPTIC INSTALLED"
"6024611560","09/17/2020","595000.00","2486","0","0","704","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"0419114031","09/16/2020","412000.00","1708","0","1620","1168","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Built Up Rock","1975","4","2","","View Lim","SEWER/SEPTIC INSTALLED"
"6027485070","09/18/2020","356365.00","1518","0","0","360","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"5000710750","09/17/2020","405000.00","1887","0","0","715","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1994","4","2","","","SEWER/SEPTIC INSTALLED"
"6024820510","09/15/2020","375000.00","1770","0","0","456","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"7310000280","09/02/2020","188000.00","1002","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1950","3","1","","","SEWER/SEPTIC INSTALLED"
"4715014680","09/16/2020","300000.00","936","360","416","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1925","2","1","","","SEWER/SEPTIC INSTALLED"
"6025093620","09/02/2020","445000.00","1901","0","0","402","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","3","3","","","SEWER/SEPTIC INSTALLED"
"5004730260","09/15/2020","420000.00","2376","0","0","464","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"5515001310","09/08/2020","435000.00","1554","0","672","0","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1922","3","3","","","SEWER/SEPTIC INSTALLED"
"2387400010","09/16/2020","541000.00","1999","0","0","483","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1967","4","2","","","SEWER/SEPTIC INSTALLED"
"7955000940","09/09/2020","810000.00","2168","0","900","0","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1924","3","2","","","SEWER/SEPTIC INSTALLED"
"0319156023","09/04/2020","375000.00","1552","0","0","576","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1985","3","2","","","SEWER/SEPTIC INSTALLED"
"2081350020","09/12/2020","141730.00","1576","0","1088","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1926","3","2","","View Avg","SEWER/SEPTIC INSTALLED"
